,PLAN,YEAR,CF_ASSET,CF_LIAB,CF_CUM_ASSET,CF_CUM_LIAB,COUPON,PRINCIPAL,GAP,CF_CUM
363,u207,2031,1045988.5,1396219.5140693,36778858.849999994,32000408.064495884,545988.5,500000.0,-350231.0140692999,4778450.78550411
364,u207,2032,2933488.5,1634751.696694,39712347.349999994,33635159.761189885,538488.5,2395000.0,1298736.803306,6077187.588810109
365,u207,2033,487026.0,362048.29560391,40199373.349999994,33997208.056793794,487026.0,0.0,124977.70439609,6202165.2932062
366,u207,2034,2168856.0,1842137.8260976002,42368229.349999994,35839345.882891394,487026.0,1681830.0,326718.17390239984,6528883.4671086
367,u207,2035,4008825.5,3741198.5284052,46377054.849999994,39580544.41129659,412934.5,3595891.0,267626.9715947998,6796510.438703403
368,u207,2036,4538221.95,4390389.6334599005,50915276.8,43970934.044756494,236139.95,4302082.0,147832.31654009968,6944342.755243503
369,u207,2037,4135935.85,2979902.3388774,55051212.65,46950836.3836339,135935.85,4000000.0,1156033.5111226002,8100376.266366102
370,u207,2038,3233262.85,3150534.7259937,58284475.5,50101371.1096276,128685.85,3104577.0,82728.12400630023,8183104.390372403
371,u207,2039,18407.0,725928.1352687599,58302882.5,50827299.24489636,18407.0,0.0,-707521.1352687599,7475583.25510364
372,u207,2040,18407.0,418387.89320706,58321289.5,51245687.13810342,18407.0,0.0,-399980.89320706,7075602.361896582
373,u207,2041,18407.0,268889.47308247,58339696.5,51514576.611185886,18407.0,0.0,-250482.47308247,6825119.888814114
374,u207,2042,508407.0,744127.1483948401,58848103.5,52258703.759580724,18407.0,490000.0,-235720.14839484007,6589399.740419276
375,u207,2043,5520.0,1097350.7276994002,58853623.5,53356054.48728012,5520.0,0.0,-1091830.7276994002,5497569.012719877
376,u207,2044,5520.0,641269.7425498599,58859143.5,53997324.22982998,5520.0,0.0,-635749.7425498599,4861819.270170018
377,u207,2045,5520.0,360630.42629725,58864663.5,54357954.65612723,5520.0,0.0,-355110.42629725,4506708.843872771
378,u207,2046,5520.0,234555.42402221,58870183.5,54592510.08014944,5520.0,0.0,-229035.42402221,4277673.419850558
379,u207,2047,405520.0,204941.26603291,59275703.5,54797451.346182354,5520.0,400000.0,200578.73396709,4478252.153817646
380,u210,2021,6925283.9,22221051.376045,6925283.9,22221051.376045,6925283.9,0.0,-15295767.476045,-15295767.476045
381,u210,2022,6925283.9,23853346.915647,13850567.8,46074398.291692,6925283.9,0.0,-16928063.015647,-32223830.491692003
382,u210,2023,31069644.9,25023406.115547,44920212.7,71097804.407239,6925283.9,24144361.0,6046238.784452997,-26177591.707239002
383,u210,2024,29759474.85,24920454.505191002,74679687.55000001,96018258.91243,5718065.850000001,24041409.0,4839020.344808999,-21338571.36242999
384,u210,2025,29761359.4,26104409.195676003,104441046.95000002,122122668.108106,4516795.4,25244564.0,3656950.204323996,-17681621.158105984
385,u210,2026,28092547.2,25670825.142981,132533594.15000002,147793493.251087,3256457.2,24836090.0,2421722.057018999,-15259899.101086989
386,u210,2027,26058956.7,24856539.786237996,158592550.85000002,172650033.037325,2010602.7,24048354.0,1202416.9137620032,-14057482.187324971
387,u210,2028,808185.0,23940426.634647004,159400735.85000002,196590459.671972,808185.0,0.0,-23132241.634647004,-37189723.82197198
388,u210,2029,4363185.0,24274137.365799997,163763920.85000002,220864597.037772,808185.0,3555000.0,-19910952.365799997,-57100676.187771976
389,u210,2030,594885.0,23232209.027418,164358805.85000002,244096806.06519,594885.0,0.0,-22637324.027418,-79738000.21518996
390,u210,2031,594885.0,22670832.008205,164953690.85000002,266767638.07339498,594885.0,0.0,-22075947.008205,-101813947.22339496
391,u210,2032,4144885.0,22096499.136035,169098575.85000002,288864137.20943,594885.0,3550000.0,-17951614.136035,-119765561.35942996
392,u210,2033,431010.0,21198650.058073,169529585.85000002,310062787.26750296,431010.0,0.0,-20767640.058073,-140533201.41750294
393,u210,2034,431010.0,20144020.952313,169960595.85000002,330206808.21981597,431010.0,0.0,-19713010.952313,-160246212.36981595
394,u210,2035,431010.0,19301728.0089,170391605.85000002,349508536.22871596,431010.0,0.0,-18870718.0089,-179116930.37871593
395,u210,2036,431010.0,18519229.035317,170822615.85000002,368027765.26403296,431010.0,0.0,-18088219.035317,-197205149.41403294
396,u210,2037,10192434.0,17902378.419133,181015049.85000002,385930143.68316597,431010.0,9761424.0,-7709944.419133,-204915093.83316594
397,u210,2038,278970.0,17157909.216953997,181294019.85000002,403088052.90011996,278970.0,0.0,-16878939.216953997,-221794033.05011994
398,u210,2039,278970.0,16452602.402988,181572989.85000002,419540655.303108,278970.0,0.0,-16173632.402988,-237967665.45310795
399,u210,2040,8091586.0,15727458.709009,189664575.85000002,435268114.01211697,278970.0,7812616.0,-7635872.709008999,-245603538.16211694
400,u210,2041,5559570.0,14807098.908888998,195224145.85000002,450075212.92100596,249570.0,5310000.0,-9247528.908888998,-254851067.07100594
401,u210,2042,0.0,14070203.455954999,195224145.85000002,464145416.376961,0.0,0.0,-14070203.455954999,-268921270.52696097
402,u210,2043,6093629.0,13326148.752718998,201317774.85000002,477471565.12968,0.0,6093629.0,-7232519.752718998,-276153790.27967995
446,u220,2021,77128.15,246537.52370999998,77128.15,246537.52370999998,77128.15,0.0,-169409.37370999999,-169409.37370999999
447,u220,2022,185635.15000000002,245828.53617674,262763.30000000005,492366.05988673994,77128.15,108507.0,-60193.386176739965,-229602.7598867399
448,u220,2023,221702.80000000002,259029.15991682006,484466.1000000001,751395.2198035601,71702.8,150000.0,-37326.359916820045,-266929.11980355997
449,u220,2024,221702.80000000002,321462.25691631,706168.9000000001,1072857.47671987,71702.8,150000.0,-99759.45691630998,-366688.57671986986
450,u220,2025,221702.80000000002,321238.96891626,927871.7000000002,1394096.44563613,71702.8,150000.0,-99536.16891625998,-466224.74563612975
451,u220,2026,221702.80000000002,321886.29878847004,1149574.5000000002,1715982.7444246,71702.8,150000.0,-100183.49878847002,-566408.2444245997
452,u220,2027,258097.80000000002,323716.31226424,1407672.3000000003,2039699.05668884,71702.8,186395.0,-65618.51226423998,-632026.7566888398
453,u220,2028,258742.05,326180.62393667,1666414.3500000003,2365879.68062551,69883.05,188859.0,-67438.57393667003,-699465.3306255096
454,u220,2029,67940.1,331880.81930156,1734354.4500000004,2697760.49992707,67940.1,0.0,-263940.71930155996,-963406.0499270696
455,u220,2030,342660.1,334520.15021622996,2077014.5500000003,3032280.6501433,67940.1,274720.0,8139.949783770018,-955266.1001432999
456,u220,2031,352286.1,347882.89590073,2429300.6500000004,3380163.54604403,64204.1,288082.0,4403.204099269991,-950862.8960440299
457,u220,2032,2520456.0,355631.20406317,4949756.65,3735794.7501072004,59800.0,2460656.0,2164824.79593683,1213961.8998928
458,u221,2021,567446.3,530614.860721,567446.3,530614.860721,127338.3,440108.0,36831.43927900004,36831.43927900004
459,u221,2022,655886.9,641061.06853143,1223333.2000000002,1171675.9292524299,105332.89999999998,550554.0,14825.831468570046,51657.27074757032
460,u221,2023,561615.2,572836.59046948,1784948.4000000001,1744512.51972191,87615.2,474000.0,-11221.390469480073,40435.88027809025
461,u221,2024,648572.0,650373.29467588,2433520.4000000004,2394885.81439779,81148.99999999999,567423.0,-1801.2946758799953,38634.58560221037
462,u221,2025,580776.85,590949.5287979901,3014297.2500000005,2985835.34319578,70257.85,510519.0,-10172.678797990084,28461.906804220285
463,u221,2026,337849.9,353548.63295829,3352147.1500000004,3339383.9761540703,58011.9,279838.0,-15698.73295828997,12763.173845930025
464,u221,2027,44020.0,192896.00183116,3396167.1500000004,3532279.9779852303,44020.0,0.0,-148876.00183116,-136112.8279852299
465,u221,2028,244020.0,117853.1906592,3640187.1500000004,3650133.16864443,44020.0,200000.0,126166.8093408,-9946.018644429743
466,u221,2029,40760.0,115816.91027681003,3680947.1500000004,3765950.0789212403,40760.0,0.0,-75056.91027681003,-85002.92892123992
467,u221,2030,40760.0,113590.19423164,3721707.1500000004,3879540.2731528804,40760.0,0.0,-72830.19423164,-157833.12315288
468,u221,2031,240760.0,111161.20593869,3962467.1500000004,3990701.4790915702,40760.0,200000.0,129598.79406131,-28234.329091569874
469,u221,2032,38000.0,108521.96029557,4000467.1500000004,4099223.4393871403,38000.0,0.0,-70521.96029557,-98756.28938713996
470,u221,2033,63000.0,105667.85516395001,4063467.1500000004,4204891.29455109,38000.0,25000.0,-42667.85516395001,-141424.14455108996
471,u221,2034,237675.0,102596.24619379999,4301142.15,4307487.54074489,37675.0,200000.0,135078.7538062,-6345.390744890086
472,u221,2035,33915.0,99304.60716853001,4335057.15,4406792.147913421,33915.0,0.0,-65389.60716853001,-71734.9979134202
473,u221,2036,33915.0,95795.536623227,4368972.15,4502587.684536648,33915.0,0.0,-61880.536623227,-133615.5345366476
474,u221,2037,283915.0,92075.29745169201,4652887.15,4594662.98198834,33915.0,250000.0,191839.702548308,58224.16801166069
475,u221,2038,29665.0,88154.83860065001,4682552.15,4682817.82058899,29665.0,0.0,-58489.83860065001,-265.6705889897421
476,u221,2039,29665.0,84056.342623014,4712217.15,4766874.163212004,29665.0,0.0,-54391.342623014,-54657.013212003745
477,u221,2040,29665.0,79806.628726051,4741882.15,4846680.791938055,29665.0,0.0,-50141.628726051,-104798.64193805493
478,u221,2041,727665.0,75433.12874077201,5469547.15,4922113.920678827,29665.0,698000.0,652231.871259228,547433.2293211734
479,u229,2021,11534550.7,10187052.301679,11534550.7,10187052.301679,2358623.7,9175927.0,1347498.398320999,1347498.398320999
480,u229,2022,9779680.35,8653478.525033299,21314231.049999997,18840530.8267123,1957062.35,7822618.0,1126201.8249667007,2473700.223287698
481,u229,2023,8420258.45,7645187.8626836,29734489.499999996,26485718.689395897,1562681.4500000002,6857577.0,775070.5873163994,3248770.810604099
482,u229,2024,7602184.6,7119992.8489505,37336674.099999994,33605711.538346395,1246002.6,6356182.0,482191.75104949996,3730962.561653599
483,u229,2025,2471893.5,6499655.1880896995,39808567.599999994,40105366.72643609,971893.5,1500000.0,-4027761.6880896995,-296799.1264360994
484,u229,2026,2962443.5,5976325.324004499,42771011.099999994,46081692.050440595,962443.5,2000000.0,-3013881.8240044992,-3310680.9504406005
485,u229,2027,2237343.5,5629109.8312975,45008354.599999994,51710801.8817381,937343.5,1300000.0,-3391766.3312975,-6702447.281738102
486,u229,2028,5501063.5,5286680.334372199,50509418.099999994,56997482.2161103,913393.5,4587670.0,214383.16562780086,-6488064.1161103025
487,u229,2029,4259760.0,5061308.3863934,54769178.099999994,62058790.602503695,684760.0,3575000.0,-801548.3863933999,-7289612.502503701
488,u229,2030,6778185.0,4765270.218641,61547363.099999994,66824060.82114469,470260.0,6307925.0,2012914.7813590001,-5276697.721144699
489,u229,2031,3723281.0,4416334.4120572,65270644.099999994,71240395.23320189,470260.0,3253021.0,-693053.4120572004,-5969751.133201897
490,u229,2032,2354310.0,4187748.9977957,67624954.1,75428144.23099759,454310.0,1900000.0,-1833438.9977957,-7803190.130997598
491,u229,2033,408810.0,4031595.1406828,68033764.1,79459739.3716804,408810.0,0.0,-3622785.1406828,-11425975.2716804
492,u229,2034,14315239.0,3898543.4272298,82349003.1,83358282.7989102,408810.0,13906429.0,10416695.5727702,-1009279.6989102066
493,u229,2035,408810.0,3747855.5724664,82757813.1,87106138.3713766,408810.0,0.0,-3339045.5724664,-4348325.27137661
494,u229,2036,408810.0,3574403.2458459996,83166623.1,90680541.6172226,408810.0,0.0,-3165593.2458459996,-7513918.517222613
495,u229,2037,6248810.0,3420319.0458852,89415433.1,94100860.66310781,408810.0,5840000.0,2828490.9541148,-4685427.563107818
496,u229,2038,1252790.0,3233660.4421560997,90668223.1,97334521.10526392,252790.0,1000000.0,-1980870.4421560997,-6666298.005263925
497,u229,2039,697790.0,3058443.6854617996,91366013.1,100392964.79072572,212790.0,485000.0,-2360653.6854617996,-9026951.690725729
498,u229,2040,5835829.0,2888034.5332629,97201842.1,103280999.32398862,203540.0,5632289.0,2947794.4667371,-6079157.223988622
499,u229,2041,3006915.0,2732680.2895199,100208757.1,106013679.61350852,186915.0,2820000.0,274234.7104801,-5804922.5135085285
500,u229,2042,54375.0,2553657.5490849,100263132.1,108567337.16259342,54375.0,0.0,-2499282.5490849,-8304205.06259343
501,u229,2043,54375.0,2397646.1818823,100317507.1,110964983.34447573,54375.0,0.0,-2343271.1818823,-10647476.244475737
502,u229,2044,54375.0,2248435.9229436,100371882.1,113213419.26741934,54375.0,0.0,-2194060.9229436,-12841537.167419344
503,u229,2045,54375.0,2098839.2939935997,100426257.1,115312258.56141293,54375.0,0.0,-2044464.2939935997,-14886001.461412936
504,u229,2046,1929375.0,1955379.7325310002,102355632.1,117267638.29394393,54375.0,1875000.0,-26004.73253100016,-14912006.193943933
505,u230,2021,1777977.4000000001,1718239.3031050002,1777977.4000000001,1718239.3031050002,329738.4,1448239.0,59738.096894999966,59738.096894999966
506,u230,2022,1680153.4500000002,1692827.4251604,3458130.8500000006,3411066.7282654,257326.45,1422827.0,-12673.975160399918,47064.121734600514
507,u230,2023,1564412.1,1648227.1176154,5022542.950000001,5059293.8458808,186185.1,1378227.0,-83815.01761540002,-36750.89588079881
508,u230,2024,117273.75,1599395.0274407,5139816.700000001,6658688.8733215,117273.75,0.0,-1482121.2774407,-1518872.1733214986
509,u230,2025,817273.75,1545339.6174032,5957090.450000001,8204028.4907247,117273.75,700000.0,-728065.8674031999,-2246938.0407246985
510,u230,2026,1325863.75,1478590.324364,7282954.200000001,9682618.8150887,117273.75,1208590.0,-152726.574364,-2399664.6150886994
511,u230,2027,1193729.25,1406885.3224614002,8476683.450000001,11089504.1375501,56844.25,1136885.0,-213156.07246140018,-2612820.6875500996
512,u230,2028,0.0,1332588.4900464998,8476683.450000001,12422092.6275966,0.0,0.0,-1332588.4900464998,-3945409.177596599
513,u230,2029,1500000.0,1256311.1956423,9976683.450000001,13678403.8232389,0.0,1500000.0,243688.80435770005,-3701720.373238899
514,u231,2021,290808.75,312267.77278,290808.75,312267.77278,290808.75,0.0,-21459.02278,-21459.02278
515,u231,2022,290808.75,311259.38119107,581617.5,623527.15397107,290808.75,0.0,-20450.631191070017,-41909.65397106996
516,u231,2023,290808.75,308798.66859159,872426.25,932325.82256266,290808.75,0.0,-17989.918591590016,-59899.572562659974
517,u231,2024,690808.7500000001,306316.74376994,1563235.0,1238642.5663326,290808.75,400000.0,384492.0062300601,324592.4336673999
518,u231,2025,284288.75,303801.44640067,1847523.75,1542444.01273327,284288.75,0.0,-19512.696400669985,305079.73726673005
519,u231,2026,284288.75,301215.19628884,2131812.5,1843659.2090221099,284288.75,0.0,-16926.446288839972,288153.29097789014
520,u231,2027,634288.7500000001,298503.23972301005,2766101.25,2142162.44874512,284288.75,350000.0,335785.51027699007,623938.8012548801
521,u231,2028,280788.75,478179.47731024004,3046890.0,2620341.9260553597,280788.75,0.0,-197390.72731024004,426548.07394464035
522,u231,2029,1080788.75,636365.7444570101,4127678.75,3256707.67051237,280788.75,800000.0,444423.00554298994,870971.0794876302
523,u231,2030,513998.75,779014.6538046601,4641677.5,4035722.3243170297,263998.75,250000.0,-265015.9038046601,605955.1756829703
524,u231,2031,1312423.75,771758.78577318,5954101.25,4807481.110090209,252423.75,1060000.0,540664.96422682,1146620.1399097908
525,u231,2032,656770.75,764078.04431473,6610872.0,5571559.154404939,236923.75,419847.0,-107307.29431472998,1039312.8455950608
526,u231,2033,319931.4,755921.03543712,6930803.4,6327480.189842059,215931.39999999997,104000.0,-435989.63543712,603323.2101579411
527,u231,2034,618904.4,747203.54817095,7549707.800000001,7074683.73801301,209951.39999999997,408953.0,-128299.14817095001,475024.0619869912
528,u231,2035,589069.75,737816.5013870599,8138777.550000001,7812500.239400069,189503.75,399566.0,-148746.75138705992,326277.3105999315
529,u231,2036,1369525.45,727645.35148332,9508303.0,8540145.59088339,169525.44999999998,1200000.0,641880.09851668,968157.4091166109
530,u231,2037,589965.4500000001,716578.27127696,10098268.45,9256723.86216035,155965.44999999998,434000.0,-126612.82127695996,841544.58783965
531,u231,2038,151465.44999999998,704514.40883533,10249733.899999999,9961238.27099568,151465.44999999998,0.0,-553048.9588353301,288495.62900431827
532,u231,2039,1399465.45,691373.63079303,11649199.349999998,10652611.90178871,151465.44999999998,1248000.0,708091.8192069699,996587.4482112881
533,u231,2040,348425.45,677102.55787958,11997624.799999997,11329714.45966829,98425.45,250000.0,-328677.10787957994,667910.3403317071
534,u231,2041,91550.45,661681.24917572,12089175.249999996,11991395.70884401,91550.45,0.0,-570130.7991757201,97779.54115598649
535,u231,2042,591550.4500000001,645111.61265436,12680725.699999996,12636507.32149837,91550.45,500000.0,-53561.16265435994,44218.37850162573
536,u231,2043,589298.4500000001,627411.30960635,13270024.149999995,13263918.631104719,73400.45,515898.0,-38112.85960634996,6105.518895275891
537,u231,2044,544716.55,608623.7569915,13814740.699999996,13872542.388096219,47605.55,497111.0,-63907.20699149999,-57801.6880962234
538,u231,2045,1322750.0,588815.1860574401,15137490.699999996,14461357.57415366,22750.0,1300000.0,733934.8139425599,676133.1258463357
539,u301,2021,623203.2500000001,1142209.387694,623203.2500000001,1142209.387694,623203.2500000001,0.0,-519006.1376939999,-519006.1376939999
540,u301,2022,708203.2500000001,1044939.9409941,1331406.5000000002,2187149.3286881,623203.2500000001,85000.0,-336736.69099409983,-855742.8286880997
541,u301,2023,622667.7500000001,1109022.926547,1954074.2500000005,3296172.2552351,622667.7500000001,0.0,-486355.17654699984,-1342098.0052350997
542,u301,2024,1795765.75,1735398.9667569,3749840.0000000005,5031571.221992,622667.7500000001,1173098.0,60366.783243099926,-1281731.2219919995
543,u301,2025,1948885.8499999999,1947173.7628245,5698725.850000001,6978744.9848165,564012.8500000001,1384873.0,1712.0871754998807,-1280019.1348164994
544,u301,2026,1494769.2,895250.25029827,7193495.050000001,7873995.23511477,494769.20000000007,1000000.0,599518.9497017299,-680500.1851147693
545,u301,2027,478469.20000000007,671056.9536998001,7671964.250000001,8545052.18881457,478469.20000000007,0.0,-192587.7536998,-873087.9388145683
546,u301,2028,2188409.1999999997,2255940.6408176003,9860373.450000001,10800992.82963217,478469.20000000007,1709940.0,-67531.44081760058,-940619.3796321694
547,u301,2029,3992972.1999999997,1316733.6833807002,13853345.65,12117726.513012871,392972.20000000007,3600000.0,2676238.5166192995,1735619.1369871292
548,u301,2030,176972.2,795309.53607055,14030317.85,12913036.049083421,176972.2,0.0,-618337.3360705499,1117281.8009165786
549,u301,2031,2623673.1999999997,2446701.5828561997,16653991.049999999,15359737.63193962,176972.2,2446701.0,176971.61714380002,1294253.418060379
550,u301,2032,754637.15,1302864.7719776,17408628.2,16662602.40391722,54637.15,700000.0,-548227.6219775999,746025.7960827798
551,u301,2033,54637.15,594002.44205975,17463265.349999998,17256604.84597697,54637.15,0.0,-539365.29205975,206660.50402302667
552,u301,2034,1147380.15,1092743.3670611999,18610645.499999996,18349348.213038173,54637.15,1092743.0,54636.782938800054,261297.2869618237
553,u302,2021,7852249.849375,7459624.709046,7852249.849375,7459624.709046,3516731.849375,4335518.0,392625.14032900054,392625.14032900054
554,u302,2022,11727675.949375,11053500.809091002,19579925.79875,18513125.518137,3327675.9493750003,8400000.0,674175.1402839981,1066800.2806129977
555,u302,2023,17495515.949374996,10456855.371584,37075441.748124994,28969980.889721,3195515.9493750003,14300000.0,7038660.577790996,8105460.858403996
556,u302,2024,8578859.949375002,8089769.983287299,45654301.6975,37059750.873008296,2635525.949375,5943334.0,489089.96608770266,8594550.824491702
557,u302,2025,8389359.249375,8888471.996916499,54043660.946875,45948222.8699248,2350359.249375,6039000.0,-499112.7475414984,8095438.0769502
558,u302,2026,7824070.749375001,7582148.1032391,61867731.69625,53530370.9731639,2104495.7493749997,5719575.0,241922.64613590017,8337360.723086096
559,u302,2027,6462866.999375,6791174.9483165005,68330598.69562499,60321545.9214804,1862866.999375,4600000.0,-328307.94894150086,8009052.77414459
560,u302,2028,8973186.999375,7221722.728866999,77303785.695,67543268.6503474,1773186.999375,7200000.0,1751464.2705080016,9760517.044652596
561,u302,2029,11450136.999375,8635012.6685746,88753922.694375,76178281.318922,1450136.999375,10000000.0,2815124.330800401,12575641.375452995
562,u302,2030,6950136.999375,7605677.8925274005,95704059.69375,83783959.2114494,1450136.999375,5500000.0,-655540.8931524009,11920100.482300594
563,u302,2031,5563186.999375,6423347.932332099,101267246.693125,90207307.1437815,1413186.999375,4150000.0,-860160.9329570998,11059939.549343497
564,u302,2032,10422506.999375,6135900.2669426,111689753.6925,96343207.4107241,1367506.999375,9055000.0,4286606.732432401,15346546.281775892
565,u302,2033,6260699.499375,6112794.9788724,117950453.191875,102456002.3895965,1004344.499375,5256355.0,147904.5205025999,15494450.802278489
566,u302,2034,5028079.249375,5873190.867779301,122978532.44125,108329193.2573758,828079.249375,4200000.0,-845111.6184043009,14649339.18387419
567,u302,2035,6110779.249375,4684037.1984377,129089311.690625,113013230.45581351,810779.249375,5300000.0,1426742.0509372996,16076081.234811485
568,u302,2036,5097889.249375,4927849.6322222,134187200.94,117941080.08803572,802529.249375,4295360.0,170039.61715279985,16246120.85196428
569,u302,2037,8607908.729375001,4355280.6607771,142795109.669375,122296360.74881282,729077.729375,7878831.0,4252628.068597901,20498748.920562178
570,u302,2038,4027334.18125,3403348.6934559997,146822443.850625,125699709.44226882,527334.18125,3500000.0,623985.4877940002,21122734.40835619
571,u302,2039,2436884.18125,3547065.7572284997,149259328.031875,129246775.19949731,436884.18125,2000000.0,-1110181.5759784998,20012552.832377702
572,u302,2040,3436884.18125,2980593.1961143003,152696212.21312502,132227368.39561161,436884.18125,3000000.0,456290.9851356996,20468843.817513406
573,u302,2041,4479884.18125,2316545.6421568003,157176096.39437503,134543914.03776842,391884.18125,4088000.0,2163338.5390932,22632182.356606603
574,u302,2042,1733986.18125,1659249.8055432998,158910082.57562503,136203163.84331173,239248.18125000002,1494738.0,74736.37570670014,22706918.732313305
575,u302,2043,164511.28125,1306504.466822,159074593.85687503,137509668.31013373,164511.28125,0.0,-1141993.185572,21564925.546741307
576,u302,2044,164511.28125,957183.34613379,159239105.13812503,138466851.65626752,164511.28125,0.0,-792672.06488379,20772253.48185751
577,u302,2045,4551478.28125,663575.7982866099,163790583.41937503,139130427.45455414,164511.28125,4386967.0,3887902.48296339,24660155.96482089
578,u303,2021,5662683.5,6123098.404537,5662683.5,6123098.404537,407363.5,5255320.0,-460414.90453699976,-460414.90453699976
579,u303,2022,1679597.5,1400862.1741761,7342281.0,7523960.5787130995,179597.5,1500000.0,278735.32582390006,-181679.57871309947
580,u303,2023,1665897.5,418565.34833967005,9008178.5,7942525.92705277,165897.5,1500000.0,1247332.15166033,1065652.5729472302
581,u303,2024,151447.5,86858.845724148,9159626.0,8029384.772776918,151447.5,0.0,64588.65427585199,1130241.2272230824
582,u303,2025,1151447.5,12664.106651896001,10311073.5,8042048.879428813,151447.5,1000000.0,1138783.393348104,2269024.6205711868
583,u303,2026,127447.5,5597.706980794599,10438521.0,8047646.586409608,127447.5,0.0,121849.7930192054,2390874.413590392
584,u303,2027,127447.5,2477.1110211047,10565968.5,8050123.697430712,127447.5,0.0,124970.3889788953,2515844.802569288
585,u303,2028,127447.5,-0.0,10693416.0,8050123.697430712,127447.5,0.0,127447.5,2643292.302569288
586,u303,2029,1427447.5,-0.0,12120863.5,8050123.697430712,127447.5,1300000.0,1427447.5,4070739.802569288
587,u303,2030,49447.5,-0.0,12170311.0,8050123.697430712,49447.5,0.0,49447.5,4120187.302569288
588,u303,2031,49447.5,-0.0,12219758.5,8050123.697430712,49447.5,0.0,49447.5,4169634.802569288
589,u303,2032,49447.5,-0.0,12269206.0,8050123.697430712,49447.5,0.0,49447.5,4219082.302569288
590,u303,2033,49447.5,-0.0,12318653.5,8050123.697430712,49447.5,0.0,49447.5,4268529.802569288
591,u303,2034,49447.5,-0.0,12368101.0,8050123.697430712,49447.5,0.0,49447.5,4317977.302569288
592,u303,2035,49447.5,-0.0,12417548.5,8050123.697430712,49447.5,0.0,49447.5,4367424.802569288
593,u303,2036,49447.5,-0.0,12466996.0,8050123.697430712,49447.5,0.0,49447.5,4416872.302569288
594,u303,2037,49447.5,-0.0,12516443.5,8050123.697430712,49447.5,0.0,49447.5,4466319.802569288
595,u303,2038,49447.5,-0.0,12565891.0,8050123.697430712,49447.5,0.0,49447.5,4515767.302569288
596,u303,2039,532447.5,-0.0,13098338.5,8050123.697430712,49447.5,483000.0,532447.5,5048214.802569288
597,u303,2040,53020.0,-0.0,13151358.5,8050123.697430712,28920.0,24100.0,53020.0,5101234.802569288
598,u303,2041,51815.0,-0.0,13203173.5,8050123.697430712,27715.0,24100.0,51815.0,5153049.802569288
599,u303,2042,50610.0,-0.0,13253783.5,8050123.697430712,26510.0,24100.0,50610.0,5203659.802569288
600,u303,2043,49405.0,-0.0,13303188.5,8050123.697430712,25305.0,24100.0,49405.0,5253064.802569288
601,u303,2044,24100.0,-0.0,13327288.5,8050123.697430712,24100.0,0.0,24100.0,5277164.802569288
602,u303,2045,24100.0,-0.0,13351388.5,8050123.697430712,24100.0,0.0,24100.0,5301264.802569288
603,u303,2046,24100.0,-0.0,13375488.5,8050123.697430712,24100.0,0.0,24100.0,5325364.802569288
604,u303,2047,24100.0,-0.0,13399588.5,8050123.697430712,24100.0,0.0,24100.0,5349464.802569288
605,u303,2048,24100.0,-0.0,13423688.5,8050123.697430712,24100.0,0.0,24100.0,5373564.802569288
606,u303,2049,1024100.0,-0.0,14447788.5,8050123.697430712,24100.0,1000000.0,1024100.0,6397664.802569288
607,u304,2021,1251453.6,1240446.922912,1251453.6,1240446.922912,395150.60000000003,856303.0,11006.677088000113,11006.677088000113
608,u304,2022,913713.45,930521.54637772,2165167.05,2170968.46928972,365085.45,548628.0,-16808.09637772001,-5801.419289720245
609,u304,2023,2537654.05,1713541.5190774999,4702821.1,3884509.98836722,337654.05,2200000.0,824112.5309225,818311.1116327797
610,u304,2024,2008754.05,1263346.4743935,6711575.149999999,5147856.46276072,308754.05,1700000.0,745407.5756065,1563718.687239279
611,u304,2025,495044.05,970289.3351077901,7206619.199999999,6118145.797868511,295044.05,200000.0,-475245.2851077901,1088473.4021314885
612,u304,2026,795044.05,887737.72943018,8001663.249999999,7005883.527298691,295044.05,500000.0,-92693.67943018,995779.7227013083
613,u304,2027,1406254.05,1280781.7406744,9407917.299999999,8286665.2679730905,290644.05,1115610.0,125472.30932560004,1121252.0320269084
614,u304,2028,734863.55,865944.3370633501,10142780.85,9152609.605036441,234863.55,500000.0,-131080.7870633501,990171.2449635584
615,u304,2029,1029213.55,735956.19446116,11171994.4,9888565.7994976,229213.55,800000.0,293257.35553884006,1283428.6005023997
616,u304,2030,1501813.55,1153267.8742446,12673807.950000001,11041833.673742201,201813.55,1300000.0,348545.6757554,1631974.2762578
617,u304,2031,960633.55,890941.59164359,13634441.500000002,11932775.265385792,176463.55,784170.0,69691.95835641003,1701666.2346142102
618,u304,2032,737255.05,628483.73898054,14371696.550000003,12561259.00436633,137255.05,600000.0,108771.31101946009,1810437.5456336718
619,u304,2033,602755.05,760004.66973578,14974451.600000003,13321263.67410211,102755.05,500000.0,-157249.61973577994,1653187.9258978926
620,u304,2034,1074005.05,764636.91796116,16048456.650000004,14085900.59206327,74005.05,1000000.0,309368.1320388401,1962556.0579367336
621,u304,2035,174005.05,645624.1230145401,16222461.700000005,14731524.71507781,74005.05,100000.0,-471619.0730145401,1490936.9849221949
622,u304,2036,1074005.05,499170.13304866,17296466.750000004,15230694.84812647,74005.05,1000000.0,574834.91695134,2065771.9018735345
623,u304,2037,786686.05,756202.8550574299,18083152.800000004,15986897.703183899,74005.05,712681.0,30483.194942570175,2096255.0968161058
624,u304,2038,689195.0,570465.77090591,18772347.800000004,16557363.474089809,39195.0,650000.0,118729.22909409006,2214984.3259101957
