group,t_to,l_cflow_rp
u215,23,-15579.27555077
u215,24,-14013.397479048
u215,25,-12506.057514602
u215,26,-11067.904943554
u215,27,-9710.0770062198
u215,28,-8442.4367459957
u215,29,-7276.0093862533
u215,30,-6214.7288511185
u215,31,-5260.3571676818
u215,32,-4413.9453790984
u215,33,-3673.3323395829
u215,34,-3034.0709361502
u215,35,-2489.8601673813
u215,36,-2032.8148858929
u215,37,-1653.6536627228
u215,38,-1342.7193633408
u215,39,-1090.1606043889
u215,40,-885.85648520936
u215,41,-721.83017236051
u215,42,-590.57696654969
u215,43,-484.90055961652
u215,44,-400.39520068961
u215,45,-332.05144494294
u215,46,-276.45424963375
u215,47,-230.99695001911
u215,48,-193.63169739653
u215,49,-162.61740883893
u215,50,-136.71698618116
u215,51,-115.44430003827
u215,52,0
u215,53,0
u215,54,0
u215,55,0
u215,56,0
u215,57,0
u215,58,0
u215,59,0
u215,60,0
u218,0,0
u218,1,-77.133444446
u218,2,-78.737960715421
u218,3,-90.1878929135
u218,4,-130.18456552863
u218,5,-134.84523530701
u218,6,-156.2102648485
u218,7,-168.42242614298
u218,8,-167.05515310562
u218,9,-169.32931753235
u218,10,-186.94172259728
u218,11,-229.93915943462
u218,12,-242.63467434018
u218,13,-244.06791282194
u218,14,-252.11896024204
u218,15,-258.56502932942
u218,16,-278.88026190905
u218,17,-284.81076031335
u218,18,-284.83508846259
u218,19,-284.20104730828
u218,20,-284.18457455655
u218,21,-283.11736009798
u218,22,-282.06768252113
u218,23,-279.54778071852
u218,24,-276.17938428255
u218,25,-272.1539948473
u218,26,-267.47481429918
u218,27,-262.08708778043
u218,28,-256.09725873458
u218,29,-249.55425076774
u218,30,-242.49716697086
u218,31,-234.92767500526
u218,32,-226.85464970663
u218,33,-218.27657903878
u218,34,-209.20583950107
u218,35,-199.67804291699
u218,36,-189.75226398355
u218,37,-179.50173094393
u218,38,-168.95839656553
u218,39,-158.1629443534
u218,40,-147.14830293632
u218,41,-77.3084081925
u218,42,-124.97909172392
u218,43,0
u218,44,0
u218,45,0
u218,46,0
u218,47,0
u218,48,0
u218,49,0
u218,50,0
u218,51,0
u218,52,0
u218,53,0
u218,54,0
u218,55,0
u218,56,0
u218,57,0
u218,58,0
u218,59,0
u218,60,0
u220,0,0
u220,1,-246.53752371
u220,2,-245.82853617674
u220,3,-259.02915991682
u220,4,-321.46225691631
u220,5,-321.23896891626
u220,6,-321.88629878847
u220,7,-323.71631226424
u220,8,-326.18062393667
u220,9,-331.88081930156
u220,10,-334.52015021623
u220,11,-347.88289590073
u220,12,-355.63120406317
u220,13,-351.59865773484
u220,14,-347.00883558458
u220,15,-344.72160543074
u220,16,-344.03394573967
u220,17,-340.04397268751
u220,18,-333.30526374658
u220,19,-326.87874530773
u220,20,-325.46555161402
u220,21,-316.65710839044
u220,22,-307.32288811562
u220,23,-297.53695330959
u220,24,-287.34245237433
u220,25,-276.78964250432
u220,26,-265.91879718838
u220,27,-254.89234214411
u220,28,-243.69920763105
u220,29,-232.45734826794
u220,30,-220.34046316924
u220,31,-209.29897531549
u220,32,-198.24161210834
u220,33,-186.52882758762
u220,34,-175.34951309538
u220,35,-164.04800193391
u220,36,-151.92545190595
u220,37,-140.81734528872
u220,38,-128.67411579384
u220,39,-117.80347597501
u220,40,-107.04450668669
u220,41,-96.115414402352
u220,42,-85.535106908193
u220,43,-74.960845738928
u220,44,-65.048209713923
u220,45,-55.788147011672
u220,46,-47.160329433607
u220,47,-39.243054186544
u220,48,-32.074894625815
u220,49,-25.7174495472
u220,50,-20.045975799302
u220,51,-15.018835340793
u220,52,-10.577931256395
u220,53,-7.2925515283903
u220,54,-5.2928276799482
u220,55,-3.7922843246622
u220,56,0
u220,57,0
u220,58,0
u220,59,0
u220,60,0
u221,0,0
u221,1,-530.614860721
u221,2,-641.06106853143
u221,3,-572.83659046948
u221,4,-650.37329467588
u221,5,-590.94952879799
u221,6,-353.54863295829
u221,7,-192.89600183116
u221,8,-117.8531906592
u221,9,-115.81691027681
u221,10,-113.59019423164
u221,11,-111.16120593869
u221,12,-108.52196029557
u221,13,-105.66785516395
u221,14,-102.5962461938
u221,15,-99.30460716853
u221,16,-95.795536623227
u221,17,-92.075297451692
u221,18,-88.15483860065
u221,19,-84.056342623014
u221,20,-79.806628726051
u221,21,-75.433128740772
u221,22,-70.965775093722
u221,23,-66.437433299939
u221,24,-61.879915295444
u221,25,-57.324753322426
u221,26,-52.80528343858
u221,27,-48.356249623838
u221,28,-44.003371032751
u221,29,-39.77046791495
u221,30,-35.691121660556
u221,31,-31.797842138867
u221,32,-28.105384628531
u221,33,-24.633564098233
u221,34,-21.394889382905
u221,35,-18.400901218322
u221,36,-15.640795472229
u221,37,-13.086022126587
u221,38,-10.89654884112
u221,39,-8.9574498672829
u221,40,-7.2629930493802
u221,41,-5.8034780669684
u221,42,-4.5653758282895
u221,43,-3.5311880163672
u221,44,-2.6821418636559
u221,45,0
u221,46,0
u221,47,0
u221,48,0
u221,49,0
u221,50,0
u221,51,0
u221,52,0
u221,53,0
u221,54,0
u221,55,0
u221,56,0
u221,57,0
u221,58,0
u221,59,0
u221,60,0
u229,0,0
u229,1,-10187.052301679
u229,2,-8653.4785250333
u229,3,-7645.1878626836
u229,4,-7119.9928489505
u229,5,-6499.6551880897
u229,6,-5976.3253240045
u229,7,-5629.1098312975
u229,8,-5286.6803343722
u229,9,-5061.3083863934
u229,10,-4765.270218641
u229,11,-4416.3344120572
u229,12,-4187.7489977957
u229,13,-4031.5951406828
u229,14,-3898.5434272298
u229,15,-3747.8555724664
u229,16,-3574.403245846
u229,17,-3420.3190458852
u229,18,-3233.6604421561
u229,19,-3058.4436854618
u229,20,-2888.0345332629
u229,21,-2732.6802895199
u229,22,-2553.6575490849
u229,23,-2397.6461818823
u229,24,-2248.4359229436
u229,25,-2098.8392939936
u229,26,-1955.379732531
u229,27,-1818.6994861104
u229,28,-1684.9381912241
u229,29,-1557.7926861473
u229,30,-1432.1803341591
u229,31,-1316.9948066773
u229,32,-1206.3882551058
u229,33,-1099.7533636507
u229,34,-996.43492168029
u229,35,-900.35592644034
u229,36,-805.62115469432
u229,37,-722.26119140551
u229,38,-644.30760148468
u229,39,-571.82666117065
u229,40,-504.6235531713
u229,41,-440.91914423517
u229,42,-384.70224379159
u229,43,-333.47811925157
u229,44,-286.29861192694
u229,45,-244.50806079876
u229,46,-207.01647842941
u229,47,-173.44531578368
u229,48,-143.94127185927
u229,49,-115.83612503754
u229,50,-92.316685826428
u229,51,-73.291016950681
u229,52,-55.435449564554
u229,53,-42.93171955183
u229,54,-32.743569232241
u229,55,0
u229,56,0
u229,57,0
u229,58,0
u229,59,0
u229,60,0
u230,0,0
u230,1,-1718.239303105
u230,2,-1692.8274251604
u230,3,-1648.2271176154
u230,4,-1599.3950274407
u230,5,-1545.3396174032
u230,6,-1478.590324364
u230,7,-1406.8853224614
u230,8,-1332.5884900465
u230,9,-1256.3111956423
u230,10,-1179.1461297508
u230,11,-1099.919230867
u230,12,-1021.7389449494
u230,13,-944.71795742001
u230,14,-870.20234655909
u230,15,-798.70933672091
u230,16,-730.48506234321
u230,17,-665.75423347858
u230,18,-604.69731926734
u230,19,-547.47232129564
u230,20,-494.18201769146
u230,21,-444.88217398557
u230,22,-399.54626013254
u230,23,-358.08839462399
u230,24,-320.34410253015
u230,25,-286.09751683157
u230,26,-255.10233725563
u230,27,-227.08449756683
u230,28,-201.78962273725
u230,29,-178.94332107197
u230,30,-158.26464610252
u230,31,-139.4837351409
u230,32,-122.37140046349
u230,33,-106.75180551791
u230,34,-92.484075661815
u230,35,-79.473156142263
u230,36,-67.658029286481
u230,37,-56.99465512974
u230,38,-47.450129029043
u230,39,-38.993598799771
u230,40,-31.592929880935
u230,41,-25.20694100672
u230,42,-19.7825525186
u230,43,-15.254109283419
u230,44,-11.543786358424
u230,45,-8.5638563831167
u230,46,0
u230,47,0
u230,48,0
u230,49,0
u230,50,0
u230,51,0
u230,52,0
u230,53,0
u230,54,0
u230,55,0
u230,56,0
u230,57,0
u230,58,0
u230,59,0
u230,60,0
u231,0,0
u231,1,-312.26777278
u231,2,-311.25938119107
u231,3,-308.79866859159
u231,4,-306.31674376994
u231,5,-303.80144640067
u231,6,-301.21519628884
u231,7,-298.50323972301
u231,8,-478.17947731024
u231,9,-636.36574445701
u231,10,-779.01465380466
u231,11,-771.75878577318
u231,12,-764.07804431473
u231,13,-755.92103543712
u231,14,-747.20354817095
u231,15,-737.81650138706
u231,16,-727.64535148332
u231,17,-716.57827127696
u231,18,-704.51440883533
u231,19,-691.37363079303
u231,20,-677.10255787958
u231,21,-661.68124917572
u231,22,-645.11161265436
u231,23,-627.41130960635
u231,24,-608.6237569915
u231,25,-588.81518605744
u231,26,-568.06313458107
u231,27,-546.43839011624
u231,28,-523.89970648254
u231,29,-500.44433063806
u231,30,-476.08240715751
u231,31,-451.00200591724
u231,32,-425.43769771702
u231,33,-399.6524323493
u231,34,-373.87763382576
u231,35,-348.28456409722
u231,36,-322.94295768845
u231,37,-297.86849577752
u231,38,-273.04653366531
u231,39,-248.57714515434
u231,40,-224.6361753055
u231,41,-201.45754057276
u231,42,-179.23999678122
u231,43,-158.1177693138
u231,44,-138.07301616465
u231,45,-119.21705747922
u231,46,-101.64341538117
u231,47,-85.439109816585
u231,48,-70.699002531059
u231,49,-57.579589232452
u231,50,-46.124068588262
u231,51,-33.544018184412
u231,52,-26.422024081824
u231,53,-20.342616901933
u231,54,-15.236257401921
u231,55,-11.035915509591
u231,56,0
u231,57,0
u231,58,0
u231,59,0
u231,60,0
u301,0,0
u301,1,-1142.209387694
u301,2,-1044.9399409941
u301,3,-1109.022926547
u301,4,-1735.3989667569
u301,5,-1947.1737628245
u301,6,-895.25025029827
u301,7,-671.0569536998
u301,8,-2255.9406408176
u301,9,-1316.7336833807
u301,10,-795.30953607055
u301,11,-2446.7015828562
u301,12,-1302.8647719776
u301,13,-594.00244205975
u301,14,-1092.7433670612
u301,15,-539.90053129007
u301,16,-606.40200692924
u301,17,-590.57269143664
u301,18,-620.59540000118
u301,19,-431.52766815848
u301,20,-422.21728936777
u301,21,-305.80595068226
u301,22,-232.43394531353
u301,23,-289.03701118321
u301,24,-345.40003595933
u301,25,-296.32812397227
u301,26,-195.50148598582
u301,27,-144.91610762896
u301,28,-173.27356762955
u301,29,-178.63394873316
u301,30,-169.14045586565
u301,31,-159.59254937373
u301,32,-127.16866445764
u301,33,-155.06875126395
u301,34,-108.11547270491
u301,35,-85.065077221408
u301,36,-77.488430616189
u301,37,-98.837146211337
u301,38,-63.18888291638
u301,39,-56.031781581044
u301,40,-49.180248948854
u301,41,-42.698260270131
u301,42,-37.012226593349
u301,43,-30.871234283841
u301,44,-26.009276969953
u301,45,-21.777643159261
u301,46,-17.51639666407
u301,47,-13.554907743792
u301,48,-10.856893406557
u301,49,-9.1335347919573
u301,50,-6.6986524594379
u301,51,0
u301,52,0
u301,53,0
u301,54,0
u301,55,0
u301,56,0
u301,57,0
u301,58,0
u301,59,0
u301,60,0
u302,0,0
u302,1,-7459.624709046
u302,2,-11053.500809091
u302,3,-10456.855371584
u302,4,-8089.7699832873
u302,5,-8888.4719969165
u302,6,-7582.1481032391
u302,7,-6791.1749483165
u302,8,-7221.722728867
u302,9,-8635.0126685746
u302,10,-7605.6778925274
u302,11,-6423.3479323321
u302,12,-6135.9002669426
u302,13,-6112.7949788724
u302,14,-5873.1908677793
u302,15,-4684.0371984377
u302,16,-4927.8496322222
u302,17,-4355.2806607771
u302,18,-3403.348693456
u302,19,-3547.0657572285
u302,20,-2980.5931961143
u302,21,-2316.5456421568
u302,22,-1659.2498055433
u302,23,-1306.504466822
u302,24,-957.18334613379
u302,25,-663.57579828661
u302,26,-398.88892653605
u302,27,-308.37566273479
u302,28,-180.44069790595
u302,29,-120.61461446953
u302,30,-76.814777874861
u302,31,-49.722401544622
u302,32,0
u302,33,0
u302,34,0
u302,35,0
u302,36,0
u302,37,0
u302,38,0
u302,39,0
u302,40,0
u302,41,0
u302,42,0
u302,43,0
u302,44,0
u302,45,0
u302,46,0
u302,47,0
u302,48,0
u302,49,0
u302,50,0
u302,51,0
u302,52,0
u302,53,0
u302,54,0
u302,55,0
u302,56,0
u302,57,0
u302,58,0
u302,59,0
u302,60,0
u303,0,0
u303,1,-6123.098404537
u303,2,-1400.8621741761
u303,3,-418.56534833967
u303,4,-86.858845724148
u303,5,-12.664106651896
u303,6,-5.5977069807946
u303,7,-2.4771110211047
u303,8,0
u303,9,0
u303,10,0
u303,11,0
u303,12,0
u303,13,0
u303,14,0
u303,15,0
u303,16,0
u303,17,0
u303,18,0
u303,19,0
u303,20,0
u303,21,0
u303,22,0
u303,23,0
u303,24,0
u303,25,0
u303,26,0
u303,27,0
u303,28,0
u303,29,0
u303,30,0
u303,31,0
u303,32,0
u303,33,0
u303,34,0
u303,35,0
u303,36,0
u303,37,0
u303,38,0
u303,39,0
u303,40,0
u303,41,0
u303,42,0
u303,43,0
u303,44,0
u303,45,0
u303,46,0
u303,47,0
u303,48,0
u303,49,0
u303,50,0
u303,51,0
u303,52,0
u303,53,0
u303,54,0
u303,55,0
u303,56,0
u303,57,0
u303,58,0
u303,59,0
u303,60,0
u304,0,0
u304,1,-1240.446922912
u304,2,-930.52154637772
u304,3,-1713.5415190775
u304,4,-1263.3464743935
u304,5,-970.28933510779
u304,6,-887.73772943018
u304,7,-1280.7817406744
u304,8,-865.94433706335
u304,9,-735.95619446116
u304,10,-1153.2678742446
u304,11,-890.94159164359
u304,12,-628.48373898054
u304,13,-760.00466973578
u304,14,-764.63691796116
u304,15,-645.62412301454
u304,16,-499.17013304866
u304,17,-756.20285505743
u304,18,-570.46577090591
u304,19,-747.89551516602
u304,20,-567.46358409418
u304,21,-680.85156694383
u304,22,-663.99767406726
u304,23,-522.92022396258
u304,24,-541.81807382421
u304,25,-462.90957609895
u304,26,-303.85043847827
u304,27,-390.68290989028
u304,28,-284.19130377825
u304,29,-287.48975215165
u304,30,-150.56360777191
u304,31,-268.91465567967
u304,32,-227.37981690963
u304,33,-67.019355356095
u304,34,-126.41498291529
u304,35,-166.21242837407
u304,36,-150.12476381403
u304,37,-59.329978500654
u304,38,-37.007940179488
u304,39,-15.044576378051
u304,40,-9.9138916283058
u304,41,-16.915953184727
u304,42,0
u304,43,0
u304,44,0
u304,45,0
u304,46,0
u304,47,0
u304,48,0
u304,49,0
u304,50,0
u304,51,0
u304,52,0
u304,53,0
u304,54,0
u304,55,0
u304,56,0
u304,57,0
u304,58,0
u304,59,0
u304,60,0
u305,0,0
u305,1,-139.388850209
u305,2,-138.99513107931
u305,3,-163.24571227842
u305,4,-189.87598839817
u305,5,-117.30002646772
u305,6,-84.858739043552
u305,7,-57.333336159232
u305,8,-47.321262703252
u305,9,-43.266781218062
u305,10,-34.087659325212
u305,11,-35.251738841715
u305,12,-28.559063992932
u305,13,-26.811476626348
u305,14,-24.782335727456
u305,15,-18.451743881779
u305,16,-17.285874556527
u305,17,-10.096543366813
u305,18,-11.906543905872
u305,19,-9.0917563710365
u305,20,-9.9197348194381
u305,21,-8.9384967688702
u305,22,-6.0478133180187
u305,23,-5.2253666025611
u305,24,-7.0569103493264
u305,25,-4.7362861610338
u305,26,-3.4665761555768
u305,27,-3.8878846562318
u305,28,-2.9090797846208
u305,29,-2.3249339516173
u305,30,-1.6455032526807
u305,31,-1.1170576367567
u305,32,-1.2858727363195
u305,33,-0.88213791284201
u305,34,-0.64460289180115
u305,35,0
u305,36,0
u305,37,0
u305,38,0
u305,39,0
u305,40,0
u305,41,0
u305,42,0
u305,43,0
u305,44,0
u305,45,0
u305,46,0
u305,47,0
u305,48,0
u305,49,0
u305,50,0
u305,51,0
u305,52,0
u305,53,0
u305,54,0
u305,55,0
u305,56,0
u305,57,0
u305,58,0
u305,59,0
u305,60,0
u310,0,0
u310,1,-2309.323699044
u310,2,-2310.7440907996
u310,3,-1770.5060510759
u310,4,-1676.3587806297
u310,5,-1327.7806639326
u310,6,-857.20633451821
u310,7,-732.50678536182
u310,8,-906.93650199026
u310,9,-555.39922606616
u310,10,-588.78754297737
u310,11,-633.04556118427
u310,12,-823.44622942192
u310,13,-753.46782257304
u310,14,-667.61213423462
u310,15,-494.8216525274
u310,16,-654.75093898411
u310,17,-617.71692399871
u310,18,-758.49522785304
u310,19,-657.96998343113
u310,20,-525.96583547941
u310,21,-632.12537094581
u310,22,-624.02023322273
u310,23,-498.3301930438
u310,24,-575.1912763104
u310,25,-271.27086926053
u310,26,-274.54870926663
u310,27,-268.4964176466
u310,28,-320.22927893774
u310,29,-325.54101184364
u310,30,-243.78626423738
u310,31,-154.21194941629
u310,32,-134.10318780562
u310,33,-101.18286017576
u310,34,-124.98472761105
u310,35,-81.982536465805
u310,36,-57.10843204857
u310,37,-83.749697642147
u310,38,-17.384644278792
u310,39,-19.055445977784
u310,40,-6.1902113627109
u310,41,-22.205632221995
u310,42,0
u310,43,0
u310,44,0
u310,45,0
u310,46,0
u310,47,0
u310,48,0
u310,49,0
u310,50,0
u310,51,0
u310,52,0
u310,53,0
u310,54,0
u310,55,0
u310,56,0
u310,57,0
u310,58,0
u310,59,0
u310,60,0
u311,0,0
u311,1,-5788.308234814
u311,2,-4981.1147597316
u311,3,-4266.2224603939
u311,4,-3267.31855859
u311,5,-2517.066941498
u311,6,-1736.2052566447
u311,7,-1384.9957766457
u311,8,-1503.036316188
u311,9,-1484.9698584828
u311,10,-1007.5858037383
u311,11,-813.43633490034
u311,12,-1684.9743970338
u311,13,-934.37526136639
u311,14,-1127.6610234281
u311,15,-913.42290235918
u311,16,-445.22380455721
u311,17,-454.68392255534
u311,18,-287.93979554968
u311,19,-325.98106379949
u311,20,-334.56247784743
u311,21,-218.00005616634
u311,22,-182.81013794996
u311,23,-194.96823463325
u311,24,-109.22359407268
u311,25,-92.972122699898
u311,26,-87.792006638702
u311,27,-71.394074574389
u311,28,-55.237982387608
u311,29,-53.667080011214
u311,30,-35.244631445333
u311,31,-30.30037736027
u311,32,-17.093461291525
u311,33,-30.433576872059
u311,34,-16.087663139233
u311,35,-25.45538065421
u311,36,0
u311,37,0
u311,38,0
u311,39,0
u311,40,0
u311,41,0
u311,42,0
u311,43,0
u311,44,0
u311,45,0
u311,46,0
u311,47,0
u311,48,0
u311,49,0
u311,50,0
u311,51,0
u311,52,0
u311,53,0
u311,54,0
u311,55,0
u311,56,0
u311,57,0
u311,58,0
u311,59,0
u311,60,0
u399,0,0
u399,1,-278.798856245
u399,2,-699.58453862278
u399,3,-979.68032158825
u399,4,-1223.9683328367
u399,5,-768.57848403101
u399,6,-775.30194230374
u399,7,-1462.5354231596
u399,8,-662.54443686186
u399,9,-696.52960902623
u399,10,-1021.3711759646
u399,11,-1391.5443097862
u399,12,-679.96156339434
u399,13,-942.18016181876
u399,14,-274.03745836293
u399,15,-601.75476034126
u399,16,-417.29520398353
u399,17,-222.79894767507
u399,18,-219.0741946802
u399,19,-43.074670374574
u399,20,-197.82490853348
u399,21,-417.11451645815
u399,22,-175.4385474139
u399,23,-209.7957722182
u399,24,-26.7123734453
u399,25,-164.58597544178
u399,26,-170.45450951622
u399,27,-14.133089121935
u399,28,-8.328076014585
u399,29,-6.1347753202819
u399,30,-21.372130746706
u399,31,-0.23617222896649
u399,32,-2.57553816211
u399,33,-0.23458603310563
u399,34,-0.2450095538959
u399,35,-0.25597813969233
u399,36,-0.26744671561503
u399,37,-0.27951867330239
u399,38,-0.29205391611112
u399,39,-0.30516883888215
u399,40,-0.31893861748949
u399,41,-0.33343782732793
u399,42,-28.523970337973
u399,43,0
u399,44,0
u399,45,0
u399,46,0
u399,47,0
u399,48,0
u399,49,0
u399,50,0
u399,51,0
u399,52,0
u399,53,0
u399,54,0
u399,55,0
u399,56,0
u399,57,0
u399,58,0
u399,59,0
u399,60,0
u490,0,0
u490,1,0
u490,2,0
u490,3,0
u490,4,0
u490,5,0
u490,6,0
u490,7,0
u490,8,0
u490,9,0
u490,10,0
u490,11,0
u490,12,0
u490,13,0
u490,14,0
u490,15,0
u490,16,0
u490,17,0
u490,18,0
u490,19,0
u490,20,0
u490,21,0
u490,22,0
u490,23,0
u490,24,0
u490,25,0
u490,26,0
u490,27,0
u490,28,0
u490,29,0
u490,30,0
u490,31,0
u490,32,0
u490,33,0
u490,34,0
u490,35,0
u490,36,0
u490,37,0
u490,38,0
u490,39,0
u490,40,0
u490,41,0
u490,42,0
u490,43,0
u490,44,0
u490,45,0
u490,46,0
u490,47,0
u490,48,0
u490,49,0
u490,50,0
u490,51,0
u490,52,0
u490,53,0
u490,54,0
u490,55,0
u490,56,0
u490,57,0
u490,58,0
u490,59,0
u490,60,0
